,Ratings,Full Reviews,Short Reviews
12792,5,Great monitor for the price.... using it as an extended screen for my laptop. Makes a big difference in productivity. A+++ viewing angles.,"['5', 'Just wow!']"
12793,5,awesome product must buy.... recommended for photo and video editing,"['5', 'Worth every penny']"
12794,5,It's too much good and compatible ... Quality it's much good,"['5', 'Mind-blowing purchase']"
12795,5,One of the best monitors under 10k,"['5', 'Mind-blowing purchase']"
12796,5,"First Display clearity too good some black colour bleeding isue but i think its common to all IPS LED DISPLAY otherwise this monitor good for gamjng,watching movie,photo aditing and other activity so if you think for buying this so without any doubt go for it","['5', 'Terrific purchase']"
12797,5,"awesome monitor at this price range. for a casual gamer, the IPS panel is quite okay. you can go upto 75hz with HDMI cable (provided). no bleeding issue, build is sturdy. color reproduction is awesome. AMD Freesync is there. response time is G2G 5ms, that's okay.

if you want to buy a better monitor for gaming, try Samsung 24"" VA panel (curved) 144hz (price a bit costly) [Please note with HDMI you can go upto 120Hz, for 144Hz you need DVI-input]","['5', 'Brilliant']"
12798,5,"Good monitor for the price. Bought it for inr 6799 during sale. Colour, contrast, sharpness, brightness all are really good. Don't know about gaming but really good for entry level graphic design and video editing. If possible, stretch your budget and go for its 24 inch model. Only con is eye strain after long use. Highly recommended.","['5', 'Mind-blowing purchase']"
12799,5,"Amazing monitor under 8k
Value for money","['5', 'Just wow!']"
12800,5,Perfect..,"['5', 'Best in the market!']"
12801,5,"Very nice picture quality
Nice build quality
Overall Awesome product","['5', 'Super!']"
12802,5,Very good quality monitor one can use for dual or more than two monitor set up.,"['5', 'Terrific purchase']"
12803,5,"I purchase this monitor for office work. And it is really budget monitor on Flipkart sale. Picture quality is very good, slim design, light weight and truly worth of money.","['5', 'Best in the market!']"
12804,5,Ordered it based on audio jack (making it as tv) and LG brand. Surprisingly I can play videos in 4k mode too. It looks premium. Got it in 9900. Go for this else dell monitors.,"['5', 'Brilliant']"
12805,4,"Good product, color and quality is very nice","['4', 'Delightful']"
12806,5,Good purchase and very helpful during wfh times to not strain ones eyes ...product had minor scratches on corners though,"['5', 'Best in the market!']"
12807,4,"It is supposed to be plug and play, but after I first plugged it, I was getting driver related issues which didn't stop even after I installed drivers from LG website. But it is working fine without drivers since I reinstalled the OS, which I should not have to.","['4', 'Value-for-money']"
12808,5,Got it for 6999 with addition discount of 10 percent using icic card. awesome product.,"['5', 'Simply awesome']"
12809,5,"terrific purchase, highly recommend it. color accurate, 75hz, freesync, thin bezels, black level control, dual HDMI support, box includes a HDMI cable, very minimal screen bleeding.

( bdw, you can't adjust it's height but u can tilt it vertically and it doesn't have a speaker but has a 3.5mm port in the back)","['5', 'Terrific purchase']"
12810,5,Best in class..As a graphics designer Really satisfied with the screen quality and color production..,"['5', 'Just wow!']"
12811,5,nice picture quality,"['5', 'Brilliant']"
12812,5,Stylish from inside and outside...Thanks LG and Flipkart....,"['5', 'Awesome']"
12813,5,true value for money nice picture quality & build quality,"['5', 'Terrific']"
12814,4,Good display valu of money 5star,"['4', 'Wonderful']"
12815,1,Very worst.. showing image as little blur but not sharpen.. surely it is not suit for photoshop,"['1', 'Not recommended at all']"
12816,5,best monitor 75 Hz Refresh Rate.,"['5', 'Excellent']"
12817,5,Looks good,"['5', 'Wonderful']"
12818,5,It really amazing. I brought it at 8999. Display resolution is excellent.,"['5', 'Mind-blowing purchase']"
12819,5,"Awesome, I got it for 6748/-","['5', 'Excellent']"
12820,5,"It's great, highly recommended.","['5', 'Must buy!']"
12821,5,Fantastic product! I should have bought this last year itself. Had lot of strain since last year working on a small screen laptop. Now it feels so good,"['5', 'Best in the market!']"
12822,1,"Received the deffective one. Same monitor was already returns by some one else, as old invoice found inside the box. Totally disappointing.","['1', 'Terrible product']"
12823,5,Very good,"['5', 'Just wow!']"
12824,5,"Product quality is superb. As LG brand is know for value for money, worth buying. Monitor is best suited for office use, work from home, entertainment and gaming... Only sad thing is it's made in China, but no other options available.","['5', 'Simply awesome']"
12825,4,Nice,"['4', 'Wonderful']"
12826,5,Satisfied,"['5', 'Terrific']"
12827,5,Truly I have reasearched so many monitors and panel but this one I found value for money. Such a great monitor.i got in 6999 in BBD. Thanks to flipkart . Picture quality is very good. I recommend HDMI For better visualisation. The only cons in this monitor is it's wobbling. It's wobbles in slight shakes but I will manage it.,"['5', 'Excellent']"
12828,4,This monitor is so cool and very perfect lg24mk600 looking just owshom,"['4', 'Good choice']"
12829,5,Very good product.,"['5', 'Brilliant']"
12830,5,Great picture quality.,"['5', 'Excellent']"
12831,5,Good product,"['5', 'Simply awesome']"
12832,3,"Backlight bleeding issue there when screen is fully black...Else you wouldn't notice it in full screen applications.

Overall great product with very high brightness and display quality.. Literally flat viewing angles, visible from all directions with ease. Stand is stylish and bezels are so thin!","['3', 'Decent product']"
12833,4,Awesome LG Good 👌👌👌,"['4', 'Good choice']"
12834,5,"Amazing experience...its really big screen...and perfect colors😍😍😍😍...
I am now fan of LG😍","['5', 'Great product']"
12835,5,Great monitor by lg,"['5', 'Great product']"
12836,5,Best product very good you must buy to go and order,"['5', 'Super!']"
12837,5,"It's a very good product has good clarity, adequate refresh rate and is pretty reasonable priced. I want to specifically mention that though this does not have height adjustment,but INCLUDES TILT ADJUSTMENT. Please check for screws in the cavity of the notch in the stand you are attaching to the back of the monitor.,( They are under a black tape sometimes) else everything is worth the money","['5', 'Perfect product!']"
12838,4,"I ordered two monitors and these look good. You can trust specs of this device. Build quality is not like benq, that I used in past but in 8.5k you get the best value of money.","['4', 'Nice product']"
12839,5,"Amazing monitor, totally worth the price, has a modern look and very thin bezels…colours are vibrant as well…delivered in just 2 days …loved it","['5', 'Must buy!']"
12840,4,"As per Specifications all are top of the mark but one thing I would like unhide about this monitor is that when you enable eye saver mode the brightness controller get disable which I personally don't like as I think brightness level is bit high for me to work for long hours. And also there's only one HDMI and one VGA port available here there should be one more DP or HDMI port available on this for smooth work flow with other devices. Otherwise for flipkart side 5 stars for thier delivery be...
READ MORE","['4', 'Really Nice']"
12841,5,Very much satisfied with the new monitor. I upgraded my old monitor with this one. Display clarity is great. Registered the product with Samsung product registration online and was able to view the warranty information.,"['5', 'Simply awesome']"
12842,4,"Samsung makes good tv's. With monitors, it's a little different. From 2 feet distance, even the lowest brightness settings on this are severely discomforting. Only way to use this is to turn down rbg individually at zero brightness. Then, this becomes useful.
The eye care mode is a joke - the panel would become warm and really bright while the brightness settings are disabled.
If you want to buy Samsung - like I did - get this. Good for watching content now n then. For serious 10 hr+ workdays...
READ MORE","['4', 'Good choice']"
12843,5,Excellent,"['5', 'Just wow!']"
12844,4,Nice Product,"['4', 'Value-for-money']"
12845,4,Best,"['4', 'Very Good']"
12846,5,"Awesome monitor for WFHsize is also perfect.
It can be tilted by loosing screws behind black tape of the stand.","['5', 'Brilliant']"
12847,5,Best,"['5', 'Best in the market!']"
12848,5,"I have been using this monitor for 6 months as of now. The monitor is good, has good color output, enough space for multitasking. But, as it is a 24 inch monitor, we can clearly see the lack of details while watching a Full HD movie or any such kind of high resolution content.
Initially I had set up this monitor and tried to tilt adjust the screen for a better viewing angle. But, I was unable to do so. The screen was always facing down in an awkward angle. I thought, how dumb could SAMSUNG b...
READ MORE","['5', 'Good quality screen with a hidden tilt feature :P']"
12849,4,"Best on this price
Op","['4', 'Good choice']"
12850,5,"working great so many, its been months and its showing its worth daily. Recommended!","['5', 'Highly recommended']"
12851,1,"Dead pixel on 10th day after return window closed, Never buy from Samsung, Selling this third graded product.","['1', 'Horrible']"
12852,5,Excellent product,"['5', 'Simply awesome']"
12853,5,"Except adjustment , everything is perfect under this budjet category.","['5', 'Awesome']"
12854,5,Nice wow,"['5', 'Mind-blowing purchase']"
12855,5,"working smooth.
Display is good. It has eye protection mode also.","['5', 'Brilliant']"
12856,5,Nic,"['5', 'Mind-blowing purchase']"
12857,4,Excellent product,"['4', 'Very Good']"
12858,5,"Don't mind other criticizing comments. This monitor is exceptional! When I ordered this, I didn't expect much but, oh my god, this monitor is definitely worth it. Afterall this is a samsung product so quite naturally I did expect the picture quality to be great and I must say rather than being not just disappointed I am totally satiated . It can meet all your gaming needs aswell as watching quality contents but the 75hz refresh rate is not specifically made for competitive gamers. There is no...
READ MORE","['5', 'Terrific purchase']"
12859,5,If you have a console do buy!,"['5', 'Wonderful']"
12860,5,Good monitor for work from home and gaming,"['5', 'Best in the market!']"
12861,5,Vedy nice product... specially awesome display...,"['5', 'Wonderful']"
12862,5,good moniter briteness excelent and good adjustments with power key,"['5', 'Terrific']"
12863,5,This product works fine. Samsung is awesome as usual.,"['5', 'Mind-blowing purchase']"
12864,5,"Superb packing from Flipkart
Product also too good","['5', 'Awesome']"
12865,5,Nice product,"['5', 'Classy product']"
12866,5,THANKS FOR THIS PRODUCT,"['5', 'Worth every penny']"
12867,5,Good Bezel less Monitor for Working as well as Casual Gaming and Editing Puposes,"['5', 'Fabulous!']"
12868,5,Extremely satisfied with the quality and HD display..,"['5', 'Classy product']"
12869,2,"It doesn't have a screen adjustment feature and angle of 80 degrees. Also, they don't provide a return policy. It doesn't have an audio jack and speaker.","['2', 'Could be way better']"
12870,5,"Good product. Nice look and display..
So far, it is working great...
Only let down is the height adjustment or tilt feature, which is not perfect. Should have done something which is easy to tilt the screen for adjustment.","['5', 'Excellent']"
12871,5,Worthy of money,"['5', 'Brilliant']"
12872,5,Very nice .thank you flipkart,"['5', 'Super!']"
12873,5,Good product,"['5', 'Worth every penny']"
12874,5,Good attitude of delivery agent,"['5', 'Excellent']"
12875,5,"Working great Everything is looking good Actually I like samsung display colours ,","['5', 'Must buy!']"
12876,5,Excellent,"['5', 'Great product']"
12877,5,Awesome display,"['5', 'Best in the market!']"
12878,5,"Nice product, wide screen amazing dispay and resolution only demerit is we can't move led front and back to adjust,as its neck is fixed unable to move as per comfort.","['5', 'Perfect product!']"
12879,4,Nice genuine product....thanks to flipkart,"['4', 'Good quality product']"
12880,5,awesome picture quality,"['5', 'Mind-blowing purchase']"
12881,5,Excellent,"['5', 'Wonderful']"
12882,5,Love it! Need to go through some settings to get best picture!,"['5', 'Terrific purchase']"
12883,5,Good for wfh.,"['5', 'Classy product']"
12884,5,Awesome product and works perfectly as advertised.,"['5', 'Must buy!']"
12885,5,Really good product. Sharp and vivid display with Matt screen helps when you’re working long hours. Size is optimum and build quality is good.,"['5', 'Classy product']"
12886,5,"Amazing Display with Vivid Colors, Sharp details with good contrast outcome. Just go for it. Worth of money.","['5', 'Perfect product!']"
12887,5,Product is good,"['5', 'Awesome']"
12888,4,Nice,"['4', 'Pretty good']"
12889,1,"Worst product, Screen is blinking after 10 days","['1', 'Did not meet expectations']"
12890,1,Very poor,"['1', 'Not recommended at all']"
12891,5,Good product,"['5', 'Best in the market!']"
12892,5,Very Nice Quality,"['5', 'Wonderful']"
12893,5,Awesome !!!,"['5', 'Best in the market!']"
12894,4,Very nice,"['4', 'Worth the money']"
12895,5,Worth the price...go for it if you are looking for secondary monitor,"['5', 'Wonderful']"
12896,5,A worth buy monitor,"['5', 'Awesome']"
12897,4,"Working as expected, everything is good.
But only disadvantage is when I'm trying to connect MI TV stick hdmi is not working and that port is so thin,but you can use hdmi cable to connect laptop or CPU.","['4', 'Good choice']"
12898,5,"LG 22MP68VQ.
This monitor very good .
My personal experience .
Videos performs good quality .
And this morning looking good.
I have not gaming experience share.
Because, My lower PC , I have not trying to games and HDMI port.
So, I think, this is a best budget monitor.
Sorry, My English is not good. Please try to adjustment.
That's all.","['5', 'Highly recommended']"
12899,5,"This is my first ever 1080p IPS monitor. The display is really nice and the colors are all really vibrant. It supports freesync and upto 75Hz refresh rate. Out of the box it's at 60Hz unless you turn on freesync. You can unlock the 75Hz even on Nvidia graphics cards, except it won't support the AMD freesync technology. You get an HDMI cable out of the box too, even though I didn't see it being mentioned in the product page.
Please do note that you can't enter BIOS while having the freesync op...
READ MORE","['5', 'Great monitor the price.']"
12900,5,Perfect Monitor cum TV for me. Full HD clarity display. I am fully satisfied after buying such affordable Full HD LED Monitor. Actually I have connected Airtel Digital TV and enjoying awesome video experience.,"['5', 'Brilliant']"
12901,5,"Fabulous Purchase
I am Writing this review after 10 Days of Purchase!!!
And Believe it or not
I don't think presently under 10000 price segment any other monitor can c compete with this. This monitor is absolutely awesome. IPS LED bezel-less display 5 millisecond response time, cable manager, with great viewing angles, awesome colours.
If You are looking for a budget big screen monitor so you can choose it without any doubt.
I have purchased many monitors import segments higher prices and lo...
READ MORE","['5', 'Great product']"
12902,5,"22MP68VQ and 22MK600M both have same specification except 3 spec

1. 22MP68VQ IS 2016 MODEL BUT 22MK600M IS 2018 MODEL and the Manufacturing date may vary in both the models
2. 22MP68VQ has VGA, DVI, HDMI and audio out ports - 22MK600M has VGA, 2 HDMI and audio out ports

3. MOST IMPORTANT IS DISPLAY (Panel Bit depth)
22MP68VQ is 8 bits panel and 22MK600M is 8 bits (6 bits + FRC) which is low quality and low cost display than 8 Bits panel.
6 Bits + FRC panel is a 6 bits panel and it try to ...
READ MORE","['5', '22MP68VQ IS THE BEST MONITOR THAN 22MK600M']"
12903,4,"Good picture quality..
A bit glowing screen.. not good for dark room.
Excellent refresh rate..

at price in festive sale .. Paisa wasool.","['4', 'Wonderful']"
12904,5,"Writing this review after using it for 2months it is best in its price segment just go for it.. Dont think too much just buy it I'm saying this cuz I've searched for around 1 month or so. Then i finally made my mind to buy this monitor. If it helps, press like button so that others can also read my comment.","['5', 'Perfect product!']"
12905,5,Excellent monitor great viewing angles. the monitor is too bright and vivid. 50 % is more than enough. must buy if you are on a budget,"['5', 'Super!']"
12906,3,"I can't find a single pixel when it connects to my Mac.
Pros

1. Power Saving Mode
2. Software available for Mac
3. Multiple window feature
4. No Heat
5. Anti reflective
6. Seamless connection
7. Good packaging from the seller
8. Brand new item
9. No flicking (Gaming)
Cons.
1. I haven't found anything yet.","['3', 'Decent product']"
12907,5,"This was a terrific purchase for me.I was upgrading from a 16"" monitor. I was looking for a 24"" monitor because I think 22"" is not big enough. Still I thinks about it while I'm unboxing.But this was the perfect monitor for me...For anybody who looking for a bigger display and better colour reproduction and an IPS panel display LG made it for them.
Except there is no inbuilt speakers...Otherwise no downside to point in this monitor. Especially for PC and Console gamers this would be perfect ch...
READ MORE","['5', 'Classy Product']"
12908,5,"I brought this monitor for 7200rs with bank offer.
Excellent monitor for the price tag.
It comes with AMD freesync.
I haven't tested this monitor with games, but perfect for browsing and video or movie.
Pros:
1. Thin bezels for 3 sides.
2. 3 connectors HDMI, DVI,VGA
3. 75 Hz refresh rate regardless of your gpu, just turn on freesync from monitor setting.
4. Black stabilizer works perfectly well.
5. Sharper image and video quality due to higher Pixel density when compared to 24 inch.
6. HDMI ...
READ MORE","['5', 'Great product']"
12909,5,Best monitor ever I have used.. 👌 Great quality.. Simply go ahead with.. Happy with it after using 1 month 😊,"['5', 'Classy product']"
12910,5,"Best monitor .but you have to lower down the brightness otherwise it will effect your eyes.
Delivery was fast but the packing was worst no protection was given just came in a tight cardboard box nothing else not even a bubble wrap . And if anyone reading this review knows how to run the monitor in 75 hz please reply because even after turning off the freesync there is no option to switch from 60hz to 75hz ...This monitor can only achive upto 73hz with overclocking but it can decrease the lon...
READ MORE","['5', 'Mind-blowing purchase']"
12911,5,"i just want you tell that close your eyes and click on that buy button because it's having one of the best ips display, colours are really sharp and crisp but also want you guys to know that i got this after 20 days don't know what happened to flipkart delivery services. Make sure to check how many days it'll take to deliver.","['5', 'Simply awesome']"
12912,5,"Just go for it.
It's a good monitor at this price. Those who are looking for a monitor for development of apps and web development I recommend this for color it's produce.
Pro: I'm a developer and i develop apps where color accuracy is a big factor and this monitor does that thanks to IPS LED technology.
Built quality is good and sturdy.
Looks Sexy...
This monitor can be tilted 15° has built-in audio output support and dont have built-in speaker. Has all of three video input interface VG...
READ MORE","['5', 'Worth every penny']"
12913,5,"Well worth the price! If you want an IPS display under 10k with freesync. There is no better value for money.
The picture is great for the price. The delivery was fast by Flipkart. There is no speaker, but I can live with that.","['5', 'Great product']"
12914,5,"Beautiful & Elegant Design
Sharp Display
Wonderful picture quality & other features
Perfect for movies, photo+video editing & definitely gaming😍
No doubt this is one of the best monitors to buy it you wanna own a masterpiece in such an affordable price segment 😎
💯 satisfaction guaranteed","['5', 'Brilliant']"
12915,5,The monitor is just gorgeous. I write a lot of code and the text is as crisp as it gets. The screen is wide and more than enough brightness for me. I have it connected to my Macbook Air and overall this setup is beautiful. Did I mention it has crazy thin bezels? well it does!,"['5', 'A Gorgeous Monitor']"
12916,4,"Awesome colors and pretty good display, 75 hz is good for gaming as well. Giving 4 star for late delivery by flipkart.","['4', 'Worth the money']"
12917,5,Fantastic piece of work by LG. A must have for the desktop owners and WFH people. Ease of working is very much.,"['5', 'Fantastic! Must have!']"
12918,4,"when i get the product the box condition is very bad but monitor is good condition and is working well and satisfied with the monitor but not box is not in good condition.
2nd thing I'm using dual monitor setup for programming and little bit gaming but display is very good if its come with more less it's best ever deal.
purchase it 8,499♥️","['4', 'Pretty good']"
12919,5,"Unbelievable, unbearable & wonderful performance. One of the best & world class Monitors from LG. Very very happy with this LG 22 inch Full HD LED IPS Panel Monitor. Thanks to the seller and Flipkart for this wonderful Monitor & also recommend others to buy this LG Monitor from Flipkart if they need it. 5-Star rating for this LG Monitor, Fipkart as well as 5-Star rating for the seller too. Thanks 👍","['5', 'Brilliant']"
12920,5,"Excellent
Flipkart has delivered within time period with good packing and the monitor is just awesome display is true led with back light and speaker option too. I thank both flipkart and retailer.","['5', 'Best in the market!']"
12921,5,"Best buy in this prize range. Good product by LG. HDMi cable is delivered along with monitor.
One click setting for different mode is awesome.","['5', 'Must buy!']"
12922,4,"Regarding response time, if we set it to high then the moving images are not pleasant to watch. I have a laptop having 144Hz 5ms display and images looks very crisp there. When we turn on 75Hz refresh rate the pixels start pixelating. I would say this display is strictly not for gaming but for programming and office works, it's absolutely fine. The color reproduction is very good I would say. Watching movies is also a pleasure.","['4', 'Worth the money']"
12923,5,"Great product at great price.
Got it at 7.6 k on sale
Viewing angles are great.
Great clarity..
Just go for it.
This panel is far better than LG 22MK600M (22"")","['5', 'Awesome']"
12924,5,"On time delivery. Loved the product and the screen resolution. I am using it as a second screen enabling me to work in more efficient manner.
Also, got it at a discount price. Thank you Flipkart for this product.","['5', ""Don't think much on this - go for it""]"
12925,5,"Using it from past one month.. No issues what so every.. Good option for WFH.

Brightness was more for my liking. I like to keep the brightness to Optimal level, as this could majorly impact the vision during long working hours..
I couldn't bring down the brightness. Have tried to do it on that LG on screen control app as well.

One simple tip/solution: Switch the picture mode of ""Custom"" and adjust it to ur liking.. Now I can bring it down the brightness to my requirement. Hope this helps.. ...
READ MORE","['5', 'Must buy!']"
12926,5,"This is the best budget monitor and i brought it only for my PS4, it's works really well and the screen quality is amazing.thanks seller Retail.net and Flipkart.","['5', 'Mind-blowing purchase']"
12927,5,Good product at budget from a good brand.... go for it guys... value for money... picture quality great.. and vibrant colour.. IPS panel so contrast ratio is nice but not as much as VA panel... good for gaming and video editing... overall very good purchase.. very satisfactory... and also faster delivery by Ekart Logistics..,"['5', 'Terrific']"
12928,5,"delivery was on time. nice packed with all accessories available in the box , decent product. best 1080p gaming monitor ever for me at least and its refresh rate is really 75hz. nope matter if you have amd gpu or nvidia just enable the fresync from the settings and your ready to go. also it's the temporary monitor for 1 year use only for me because I am ready saving to get 4k monitor by next year. as I've paired it with fastest gpu for gaming that is GTX 1080 Ti. so yeah just go for it if you...
READ MORE","['5', 'Fabulous!']"
12929,4,with a matted finish and very good colour it's a very good led IPS monitor. used it for some old games ( not a gamer). and some pic editing and browsing and TV serial watching and it came out on the top....,"['4', 'Pretty good']"
12930,5,"PACKING IS NOT GOOD , MONITOR PACKET TO DELIVER NOT PACKING FOR FLIPKART PACKET
BUT THIS MOTNITOR ARE VERY GOOD THIS BUDGET ARE BEST MONITOR OF MY CHOICE NO DOUBT PICTURE QUALITY QOUTSTANDING PICTURE QUALITY
MY RECOMMEND TO BUY THIS MONITOR","['5', 'Best in the market!']"
12931,5,Just go for this Monitor. This is a awesome choice. Nice picture clarity and smoothness in video playing. It's very narrow bezel is another plus point when you are watching movie on it. View angle in no dought very good as it is an IPS. I think under Rs.10000/- this is the best 22 inch monitor.,"['5', 'Terrific purchase']"
12932,5,I'm using titan x with i9 processor and I don't have enough money to replace my 720p Sony Bravia and u know when I bought it then I can't believe on my self this led provides 75 hz refresh rate at 1080 p and the display is so clear this is too god under such price must buy,"['5', 'Best buy']"
12933,5,"Great product fully satisfied,nice punchy colors,ips led display simply add five stars for the viewers experience,the monitor is great in every aspect,it has very less bezels at three side had Bazel only downside part of the the monitor,this I like,look is charming,the stand provided makes it it look like a gaming monitor,colors are vibrant and viewing angles are great,you can use the monitor for every work including gaming,three years on-site warranty gives you trust worthy brand name,LG is ...
READ MORE","['5', 'Simply awesome']"
12934,4,Overall a very good monitor. Just that it comes without a VGA cable you get only a HDMI cable with the power cable in the box. In case you are changing from a CRT monitor to a LCD you might need to purchase a VGA to VGA cable separately.(It should have come in the box seriously). IPS panel is the right opinion plus you can go all the way to 75htz quiet a good option for gamers on a budget.,"['4', 'Wonderful']"
12935,5,"Amazing product, satisfied with the courier service also, and the monitor is working great, i overclocked the refresh rate upto 74hz, and I'm giving this review after usage of 4 months,
overall, value for money","['5', 'Terrific purchase']"
12936,5,Nice product. Super picture and Full HD with IPS panel. and Flipkart good service and sincere services.,"['5', 'Best Product']"
12937,5,"awesome product
if you are looking for an ips display led with awesome quality in colours this is the one .... thanks seller thanks Flipkart....","['5', 'Fabulous!']"
12938,5,"Nice and excellent,I have gifted to my husband and he likes it a lot...good working and easy to install","['5', 'Super!']"
12939,4,Best Budget gaming IPS monitor under 10k with AMD free sync and gives 75hz refresh rate with AMD gpu's when free sync is on and plugged with video port rather than hdmi port.,"['4', 'Nice product']"
12940,5,Budget friendly and fantastic monitor for regular use. IPS Screen quality is awesome and the refresh rate is an additional add on. Recommended one within 9k..,"['5', 'Brilliant']"
12941,5,very good clarity & accurate color reproduction ideal for watching youtube movies or 4k videos overall value for money product,"['5', 'Fabulous!']"
12942,5,"awesome led..revalution is very good ..also good product in low price having one hdmi port,one dvi port ,one audio out port and one multipurspe key for setting of configuration of led..","['5', 'Highly recommended']"
12943,5,Very good excellent product looks are amazing i like,"['5', 'Terrific']"
12944,5,"Awesome product... best for gaming, video/photo editing, also u can directly connect with HDMI to set top box.. no need of tv tuner card.. thank you..","['5', 'Good for photo/video editing']"
12945,5,"It's has DSUB, Dvi-D and Hdmi. The finish quality is amazing and the color reproduction is stunning with IPS panel. I would recommend to buy this only down side no built in speakers other wise it's the killer choice.","['5', 'Simply awesome']"
12946,5,great product this led is great for gaming great bezels filpart is great,"['5', 'Mind-blowing purchase']"
12947,5,Its comes in quite good packaging and also with a hdmi cable. It has very good response time comparing to samsung and hp at this price range and the 3000:1 contrast ratio. And 22 inch is quite large for editing and gaming purpose and normal use also.I have buy it for the editing purpose.Go for it its a nice monitor,"['5', 'Thin bezels with nice ips panel']"
12948,5,"Flipkart did an excellent Job by providing newly manufactured product, I am totally satisfied with the build quality of the monitor. Picture quality is sharp for an IPS monitor. and the monitor appears bezzeless when it is turned on.","['5', 'Highly recommended!!']"
12949,5,It is just wow . I recommend everyone to buy this product . I got my delivery within 4 days . Thank you Flipkart,"['5', 'Fabulous!']"
12950,5,"Amazing I love the monitor picture quality was superb
I very usefull for gaming also I will recommended to all
Who are deside to buy a new monitor lg give us lot more featurer in just rs.10000.","['5', 'Must buy!']"
12951,4,"Great monitor. Color calibration is great. Changes mode of display for each program for perfect viewing. On screen monitor control is great for customization. Overall Great product, worth for money.
But delivery was too late almost taken 14 days.","['4', 'Value-for-money']"
12952,4,"BEST IPS LED IN THE PRICE RANGE
But there is IPS glow present on panel and bezel has air gap .","['4', 'Nice product']"
12953,5,about 10 days of using. delivery was bit slow. but the product is awesome. and by the the free sync works on Nvidia GPU too. go for it if you have little budget and mid gamer.,"['5', 'Terrific']"
12954,5,"Exllent,","['5', 'Classy product']"
12955,5,Best monitor in this price point. Just close your eyes and go for it.,"['5', 'Classy product']"
12956,4,"It's take long time to deliver. But about product, Lg is good about design n pic quality.","['4', 'Worth the money']"
12957,4,Display quality is good. But packaging was not too good. there was a bubble wrapper inside the box. But other portion of the box was empty. So if there was any jerking on the road the product may be damaged. But thankfully that was not happened.,"['4', 'Very Good']"
12958,5,"excellent monitor at this price range!!!! view quality is too good, non-reflecting mat finish screen helps you watching movies when daylight is coming from behind!!","['5', 'Brilliant']"
12959,4,Very nice led comes with HDMI cable only worth to buy,"['4', 'Gaming Led best low budget choice']"
12960,5,awesom ips led monitor,"['5', 'Simply awesome']"
12961,5,best budget monitor.. looking cool,"['5', 'Terrific purchase']"
12962,5,nice product,"['5', 'Best in the market!']"
12963,5,"pesa vasool, dont think twice go for it.btw i got it in cc offer at 7200. still thinking? then watch indian gamer review on YouTube.","['5', 'Fabulous!']"
12964,5,"I am so happy 🤗🤗🤗🤗 after buying this monitor. the picture quality of this monitor is awesome. this monitor's have VGA, HDMI and DVI port. overall this is best budget monitor","['5', 'Wonderful']"
12965,5,this monitor is best,"['5', 'Fabulous!']"
12966,4,this product has been successfully exported but send a long time ok i am happy,"['4', 'Pretty good']"
12967,5,"KD.
wonderful product at this price.","['5', 'Terrific']"
12968,5,Very Nice product Super for gaming,"['5', 'Best in the market!']"
12969,5,High definition picture quality,"['5', 'Worth every penny']"
12970,5,super product 😍😍😍 display vara level best price,"['5', 'Simply awesome']"
12971,5,Good for my YouTube and Photoshop work.,"['5', 'Brilliant']"
12972,5,Really good IPS panel monitor especially for gaming console ...,"['5', 'Excellent']"
12973,5,IF YOU ARE LOOKING FOR GAMING CONSOLE (PS4); THEN THIS IS THE BEST MONITOR; COMES WITH HDCP SUPPORT; GIVING 5 OUT 5 STAR; DELIVERY WAS QUICK IN 2 DAYS,"['5', 'Wonderful']"
12974,5,product is very good,"['5', 'Fabulous!']"
12975,4,"I had to replace the monitor which I got 1st, because in 75hz it had vertical lines in blue and orange color and a lot of stuck pixels today I they replaced the monitor this one is working fine.","['4', 'Value-for-money']"
12976,4,"Best full HD monitor at budget, am using this for my photo editing purposes excellent service. Thanks Flipkart for your excellent delivery process and support.","['4', 'Worth the money']"
12977,1,display problem,"['1', 'Unsatisfactory']"
12978,5,"Best Monitor In This Range, Picture Quality Good,I'm Very Happy with Lg Full Hd Led, Thank you Filpkart...","['5', 'Great product']"
12979,4,display quality is good as aspected. But Packaging was not good.,"['4', 'Wonderful']"
12980,4,"A photographer review
Its good","['4', 'Very Good']"
12981,5,Viewing angles are better than expected. Picture quality is decent. Its a very good monitor at this price.,"['5', 'Best in the market!']"
12982,3,Excellent..... 👍👍,"['3', 'Good']"
12983,5,"nice product, good image quality and bast monitor under 10000.","['5', 'Best in the market!']"
12984,5,awesome led ips monitar,"['5', 'Great product']"
12985,5,very nice full hd video play 😍,"['5', 'Worth every penny']"
12986,5,Best monitor under 10k,"['5', 'Excellent']"
12987,5,supb best,"['5', 'Excellent']"
12988,5,superb quality..,"['5', 'Fabulous!']"
12989,5,"Great monitor
Ultra HD quality
Mind-blowing
Out of Star","['5', 'Best in the market!']"
12990,1,"Product is good 5 star, but flipkart delivery and service is very very poor.. do not buy any more","['1', 'Waste of money!']"
12991,4,"best monitor for gaming...its 22"" looks very large in person.It also has FREE SYNC..which makes it even betteR.","['4', 'Value-for-money']"
12992,5,"Colors are good, must buy at this price. A good monitor for all purposes.","['5', 'Simply awesome']"
